timeStep,robot_0_x,robot_0_y,robot_1_x,robot_1_y,robot_2_x,robot_2_y,robot_3_x,robot_3_y,robot_4_x,robot_4_y,robot_5_x,robot_5_y,robot_6_x,robot_6_y,robot_7_x,robot_7_y,robot_8_x,robot_8_y,robot_9_x,robot_9_y,robot_10_x,robot_10_y,robot_11_x,robot_11_y,robot_12_x,robot_12_y,robot_13_x,robot_13_y,robot_14_x,robot_14_y,robot_15_x,robot_15_y,robot_16_x,robot_16_y,robot_17_x,robot_17_y,robot_18_x,robot_18_y,robot_19_x,robot_19_y,robot_20_x,robot_20_y,robot_21_x,robot_21_y,robot_22_x,robot_22_y,robot_23_x,robot_23_y,robot_24_x,robot_24_y
110,0.420941,0.67358,0.393288,0.740653,0.698153,0.569981,0.643282,0.0456155,0.40395,0.85134,0.659869,0.107879,0.682052,0.737644,0.682624,0.167356,0.482206,0.664465,0.75242,0.53415,0.127969,0.599922,0.733652,0.334165,0.479621,0.748443,0.87478,0.878748,0.809865,0.76108,0.608321,0.378556,0.112875,0.396071,0.457302,0.822057,0.284187,0.607558,0.505593,0.365257,0.59604,0.324937,0.726121,0.707494,0.49718,0.45867,0.285835,0.359272,0.162946,0.443125
120,0.420941,0.67358,0.393718,0.740784,0.702196,0.559342,0.653931,0.0380682,0.397011,0.859348,0.659869,0.107879,0.681717,0.747709,0.682624,0.167356,0.48416,0.656074,0.752217,0.527719,0.137845,0.596587,0.742593,0.332609,0.479621,0.748443,0.865993,0.88317,0.811977,0.751545,0.617762,0.375915,0.112875,0.396071,0.457302,0.822057,0.293708,0.602989,0.505593,0.365257,0.604575,0.326872,0.726121,0.707494,0.497945,0.466335,0.296492,0.357228,0.162946,0.443125
130,0.420941,0.67358,0.402687,0.741424,0.699065,0.548152,0.663509,0.0292022,0.391516,0.866684,0.659869,0.107879,0.686613,0.75613,0.681185,0.169107,0.49141,0.652208,0.754553,0.518408,0.14813,0.59469,0.746287,0.324318,0.479621,0.748443,0.859017,0.890028,0.813789,0.741903,0.620999,0.366662,0.112875,0.396071,0.457302,0.822057,0.30231,0.596994,0.505593,0.365257,0.61313,0.325052,0.726121,0.707494,0.497945,0.466335,0.305422,0.350244,0.163193,0.44436
140,0.420941,0.67358,0.409394,0.735598,0.691063,0.539693,0.671295,0.0289263,0.391516,0.866684,0.659869,0.107879,0.69622,0.757739,0.678325,0.177337,0.49141,0.652208,0.762418,0.512551,0.158278,0.592337,0.743059,0.315353,0.479621,0.748443,0.852068,0.897137,0.813403,0.732452,0.61525,0.358704,0.119828,0.390715,0.457302,0.822057,0.307762,0.588333,0.505593,0.365257,0.619541,0.318928,0.726121,0.707494,0.497945,0.466335,0.314142,0.342996,0.166208,0.451804
150,0.420941,0.67358,0.40977,0.726722,0.680119,0.538931,0.677624,0.0295586,0.391516,0.866684,0.659869,0.107879,0.702383,0.753516,0.67592,0.185737,0.49141,0.652208,0.769055,0.505507,0.168587,0.590575,0.739776,0.306412,0.479621,0.748443,0.844419,0.903242,0.809051,0.726621,0.607931,0.356094,0.121027,0.3817,0.457302,0.822057,0.30683,0.577885,0.503449,0.363685,0.623122,0.310811,0.726121,0.707494,0.498619,0.467674,0.322643,0.335517,0.168547,0.459424
160,0.420941,0.67358,0.403578,0.720352,0.680095,0.538938,0.682435,0.0300535,0.39034,0.869027,0.659869,0.107879,0.702383,0.753516,0.668502,0.190262,0.49141,0.652208,0.769948,0.501154,0.179009,0.589697,0.73716,0.297168,0.479621,0.748443,0.834945,0.902899,0.809051,0.726621,0.607931,0.356094,0.115084,0.374816,0.457302,0.822057,0.303714,0.567873,0.495131,0.356393,0.62213,0.302165,0.726121,0.707494,0.502463,0.477264,0.32971,0.326684,0.174013,0.46531
170,0.420941,0.67358,0.403156,0.72016,0.680095,0.538938,0.685897,0.0304026,0.389235,0.878983,0.659869,0.107879,0.702383,0.753516,0.659998,0.188479,0.49141,0.652208,0.769948,0.501154,0.189373,0.589271,0.73463,0.287968,0.479621,0.748443,0.828847,0.89564,0.809051,0.726621,0.607931,0.356094,0.110065,0.373754,0.457302,0.822057,0.299524,0.558221,0.487224,0.348796,0.616093,0.295897,0.726121,0.707494,0.504034,0.487564,0.336445,0.317562,0.177607,0.472411
180,0.420941,0.67358,0.400104,0.719109,0.674322,0.541484,0.68902,0.0306001,0.389237,0.87899,0.659869,0.107879,0.70586,0.747005,0.656567,0.185038,0.49141,0.652208,0.769948,0.501154,0.199074,0.585583,0.733445,0.278516,0.479621,0.748443,0.830145,0.886249,0.809051,0.726621,0.607931,0.356094,0.110065,0.373754,0.463278,0.822242,0.294529,0.548918,0.48308,0.338687,0.60743,0.294202,0.7265,0.705868,0.511763,0.49393,0.34292,0.308254,0.176902,0.480259
190,0.420941,0.67358,0.393266,0.713228,0.664874,0.548397,0.692127,0.0286805,0.389237,0.87899,0.659869,0.107879,0.702687,0.737619,0.656567,0.185038,0.49141,0.652208,0.769948,0.501154,0.206128,0.578397,0.731184,0.269233,0.479621,0.748443,0.837972,0.880705,0.809051,0.726621,0.607931,0.356094,0.109615,0.373774,0.472613,0.827636,0.29081,0.539266,0.480958,0.327976,0.598642,0.292751,0.726506,0.705852,0.521539,0.491762,0.349059,0.298746,0.171978,0.48641
200,0.420941,0.67358,0.392977,0.712843,0.653392,0.548649,0.702104,0.023981,0.389237,0.87899,0.659869,0.107879,0.697471,0.729917,0.656567,0.185038,0.49141,0.652208,0.769948,0.501154,0.206891,0.568355,0.726388,0.260897,0.479621,0.748443,0.847363,0.877436,0.809051,0.726621,0.598914,0.358339,0.100116,0.373469,0.474714,0.830995,0.287972,0.529095,0.474816,0.318845,0.594275,0.28913,0.72851,0.705897,0.52661,0.482815,0.354519,0.288858,0.16494,0.490208
210,0.420941,0.67358,0.392977,0.712843,0.646069,0.543669,0.714742,0.024505,0.389237,0.87899,0.659869,0.107879,0.697471,0.729917,0.656567,0.185038,0.49141,0.652208,0.769948,0.501154,0.202631,0.558989,0.720075,0.253642,0.479621,0.748443,0.856906,0.874646,0.809051,0.726621,0.593448,0.366723,0.0911095,0.375782,0.474714,0.830995,0.287773,0.528515,0.469976,0.308876,0.594275,0.28913,0.72851,0.705897,0.529406,0.472651,0.360693,0.279476,0.156886,0.491143
220,0.420941,0.67358,0.392977,0.712843,0.637228,0.537048,0.724444,0.0326211,0.389237,0.87899,0.659869,0.107879,0.697471,0.729917,0.656567,0.185038,0.49141,0.652208,0.769918,0.495698,0.20231,0.556376,0.712482,0.24774,0.479621,0.748443,0.866579,0.872341,0.809051,0.726621,0.59666,0.375985,0.0821684,0.373764,0.474714,0.830995,0.287773,0.528515,0.467494,0.298076,0.594275,0.28913,0.72851,0.705897,0.530947,0.462223,0.367577,0.270466,0.149003,0.49326
230,0.420941,0.67358,0.392977,0.712843,0.629693,0.528069,0.72919,0.0447032,0.389237,0.87899,0.659869,0.107879,0.697471,0.729917,0.656567,0.185038,0.498886,0.651122,0.769386,0.485742,0.20231,0.556376,0.703894,0.243413,0.479621,0.748443,0.876356,0.870529,0.809051,0.726621,0.605327,0.381375,0.0768243,0.366317,0.474714,0.830995,0.287773,0.528515,0.467497,0.286994,0.594275,0.28913,0.731926,0.712672,0.531209,0.451702,0.374206,0.261266,0.141697,0.496899
240,0.420941,0.67358,0.392977,0.712843,0.622481,0.518595,0.734882,0.0564483,0.389237,0.87899,0.659869,0.107879,0.697471,0.729917,0.656567,0.185038,0.505327,0.645243,0.766776,0.4763,0.20231,0.556376,0.700684,0.242286,0.479621,0.748443,0.886212,0.869212,0.809051,0.726621,0.60896,0.385692,0.0777751,0.3572,0.474714,0.830995,0.287773,0.528515,0.469303,0.27628,0.592667,0.286426,0.73334,0.714103,0.529163,0.4414,0.380573,0.251883,0.135259,0.501918
250,0.420941,0.67358,0.392977,0.712843,0.614546,0.509717,0.742052,0.0673546,0.389237,0.87899,0.659869,0.107879,0.697471,0.729917,0.656567,0.185038,0.50652,0.636605,0.761749,0.467711,0.20231,0.556376,0.700684,0.242286,0.479621,0.748443,0.896122,0.868395,0.809051,0.726621,0.60896,0.385692,0.084495,0.350819,0.474714,0.830995,0.287773,0.528515,0.478246,0.27085,0.592409,0.277879,0.73334,0.714103,0.525293,0.431595,0.386674,0.242326,0.130116,0.508159
260,0.420941,0.67358,0.392977,0.712843,0.605473,0.502054,0.750577,0.0772377,0.389237,0.87899,0.659869,0.107879,0.697849,0.726867,0.656567,0.185038,0.501915,0.6292,0.757135,0.458826,0.20231,0.556376,0.700684,0.242286,0.479621,0.748443,0.90606,0.868079,0.805683,0.722538,0.60896,0.385692,0.0924454,0.345525,0.474714,0.830995,0.287773,0.528515,0.482242,0.271047,0.599043,0.272485,0.73334,0.714103,0.520259,0.422333,0.392273,0.232543,0.129504,0.510015
270,0.420941,0.67358,0.392977,0.712843,0.595684,0.495276,0.760314,0.08593,0.39399,0.887749,0.659869,0.107879,0.697849,0.726867,0.656567,0.185038,0.49455,0.624043,0.752332,0.450041,0.20231,0.556376,0.700684,0.242286,0.479621,0.748443,0.916002,0.868267,0.803804,0.713156,0.60896,0.385692,0.100069,0.33977,0.474714,0.830995,0.287773,0.528515,0.482242,0.271047,0.603862,0.272599,0.73334,0.714103,0.514138,0.413751,0.391607,0.221712,0.129504,0.510015
280,0.420941,0.67358,0.392977,0.712843,0.585393,0.489288,0.771096,0.0932845,0.403468,0.892873,0.659869,0.107879,0.697849,0.726867,0.656567,0.185038,0.488068,0.617994,0.747298,0.44147,0.202339,0.554884,0.700684,0.242286,0.479621,0.748443,0.925921,0.868956,0.800869,0.70662,0.60896,0.385692,0.107341,0.333576,0.474714,0.830995,0.287773,0.528515,0.482242,0.271047,0.603862,0.272599,0.73334,0.714103,0.507018,0.405977,0.383278,0.214756,0.129504,0.510015
290,0.420941,0.67358,0.392977,0.712843,0.574662,0.484128,0.782743,0.0991766,0.411125,0.900043,0.659869,0.107879,0.697849,0.726867,0.656567,0.185038,0.479402,0.617025,0.742812,0.432519,0.200314,0.544968,0.700684,0.242286,0.479621,0.748443,0.935793,0.870145,0.800869,0.70662,0.60896,0.385692,0.114234,0.326964,0.474714,0.830995,0.287773,0.528515,0.482242,0.271047,0.611065,0.275261,0.73334,0.714103,0.497923,0.401255,0.372502,0.21603,0.129504,0.510015
300,0.420941,0.67358,0.392977,0.712843,0.563499,0.480083,0.795056,0.103506,0.412087,0.910488,0.659869,0.107879,0.697849,0.726867,0.656567,0.185038,0.472119,0.621822,0.738135,0.423666,0.19248,0.538641,0.700684,0.242286,0.479621,0.748443,0.944421,0.874204,0.800869,0.70662,0.610797,0.388719,0.120725,0.319956,0.474714,0.830995,0.287773,0.528515,0.482242,0.271047,0.619091,0.279409,0.73334,0.714103,0.488158,0.403473,0.365556,0.224611,0.129504,0.510015
310,0.420941,0.67358,0.388889,0.705277,0.551739,0.478388,0.807826,0.106201,0.405869,0.918935,0.659869,0.107879,0.699522,0.718557,0.656567,0.185038,0.469399,0.630209,0.73327,0.414916,0.182412,0.53885,0.700684,0.242286,0.479621,0.748443,0.947269,0.883246,0.797283,0.702723,0.618691,0.39527,0.126791,0.312577,0.477385,0.83634,0.287773,0.528515,0.48488,0.271376,0.626496,0.284585,0.73334,0.714103,0.483891,0.412532,0.35925,0.233969,0.129504,0.510015
320,0.420941,0.67358,0.390677,0.696541,0.539903,0.478105,0.820839,0.107214,0.39561,0.92112,0.659869,0.107879,0.70448,0.708996,0.656567,0.185038,0.467773,0.639117,0.728983,0.405934,0.176628,0.542423,0.700684,0.242286,0.479621,0.748443,0.942471,0.891422,0.790739,0.699807,0.628164,0.399464,0.132411,0.304854,0.486624,0.841743,0.287257,0.527106,0.495575,0.274276,0.626851,0.284867,0.734792,0.715937,0.4884,0.421473,0.35245,0.243013,0.129504,0.510015
330,0.421718,0.672714,0.395887,0.692676,0.528432,0.475749,0.833843,0.10645,0.386489,0.915939,0.658329,0.0999898,0.706916,0.704193,0.656567,0.185038,0.464749,0.645876,0.725147,0.396686,0.176628,0.542423,0.700684,0.242286,0.479621,0.748443,0.933188,0.893344,0.790739,0.699807,0.638226,0.401935,0.137566,0.296812,0.491656,0.841356,0.280821,0.519337,0.505348,0.279501,0.626851,0.284867,0.73892,0.720401,0.498267,0.423488,0.34605,0.252321,0.128043,0.517592
340,0.421728,0.672691,0.396483,0.69235,0.51751,0.471389,0.846452,0.103079,0.380941,0.906608,0.655022,0.0897297,0.706916,0.704193,0.656567,0.185038,0.465905,0.647638,0.720713,0.38774,0.176628,0.542423,0.700684,0.242286,0.479621,0.748443,0.924447,0.888825,0.790739,0.699807,0.648564,0.402604,0.142237,0.28848,0.491656,0.841356,0.270795,0.519555,0.5137,0.286784,0.6272,0.285152,0.745312,0.722191,0.507177,0.418791,0.337529,0.259369,0.124072,0.524398
350,0.421728,0.672691,0.396483,0.69235,0.510759,0.462099,0.858117,0.0972894,0.375081,0.897411,0.658021,0.0793848,0.706916,0.704193,0.656567,0.185038,0.465905,0.647638,0.715786,0.379024,0.176628,0.542423,0.700684,0.242286,0.479621,0.748443,0.916131,0.883373,0.790739,0.699807,0.658861,0.401452,0.146409,0.279887,0.491656,0.841356,0.263361,0.526882,0.520206,0.295754,0.632707,0.292083,0.745312,0.722191,0.510913,0.409075,0.326941,0.262756,0.117055,0.528218
360,0.421728,0.672691,0.396483,0.69235,0.511657,0.45065,0.870345,0.0940238,0.368689,0.888577,0.666319,0.0725176,0.708378,0.704028,0.655118,0.182731,0.465905,0.647638,0.710674,0.370415,0.176628,0.542423,0.700684,0.242286,0.479621,0.748443,0.908101,0.877509,0.790739,0.699807,0.668796,0.398515,0.147537,0.270809,0.494875,0.840385,0.257268,0.535506,0.524535,0.305956,0.632288,0.300623,0.745312,0.722191,0.509892,0.40144,0.315977,0.265358,0.112528,0.534414
370,0.421731,0.672687,0.396602,0.691786,0.512526,0.448938,0.882032,0.098864,0.361787,0.880134,0.677042,0.0715059,0.717193,0.704526,0.655118,0.182731,0.465907,0.647635,0.705379,0.361918,0.176628,0.542423,0.699328,0.241885,0.485206,0.749196,0.900378,0.871246,0.790739,0.699807,0.670305,0.397904,0.141603,0.263916,0.494875,0.840385,0.251403,0.544098,0.526116,0.316846,0.626116,0.306986,0.746373,0.722623,0.509892,0.40144,0.305816,0.270263,0.114573,0.54209
380,0.421731,0.67266,0.397095,0.685151,0.512526,0.448938,0.88835,0.109823,0.3544,0.872113,0.687634,0.074716,0.722079,0.706225,0.655118,0.182731,0.466008,0.647772,0.699903,0.353536,0.176628,0.542423,0.690887,0.237853,0.493079,0.755478,0.892981,0.864602,0.790739,0.699807,0.670305,0.397904,0.132291,0.262315,0.494875,0.840385,0.242002,0.548046,0.529966,0.326916,0.623161,0.315171,0.749436,0.725344,0.509892,0.40144,0.296674,0.276754,0.120518,0.547025
390,0.421126,0.672661,0.392739,0.677409,0.512526,0.448938,0.886682,0.122362,0.346553,0.864541,0.698632,0.0762034,0.724627,0.714874,0.655118,0.182731,0.466979,0.651477,0.696219,0.348109,0.176628,0.542423,0.687616,0.233811,0.496251,0.765142,0.885929,0.857592,0.790739,0.699807,0.670305,0.397904,0.122756,0.261755,0.494875,0.840385,0.232155,0.5454,0.530346,0.327445,0.625781,0.32347,0.749704,0.725602,0.506898,0.39546,0.288517,0.284631,0.126952,0.5457
400,0.421126,0.672661,0.388207,0.675316,0.512526,0.448938,0.879567,0.133256,0.338273,0.857445,0.709715,0.0756075,0.724149,0.718411,0.651332,0.175108,0.459986,0.648753,0.696219,0.348109,0.176628,0.542423,0.687616,0.233811,0.495573,0.775411,0.87924,0.850234,0.790739,0.699807,0.670305,0.397904,0.113204,0.261758,0.494875,0.840385,0.228654,0.542218,0.530346,0.327445,0.630823,0.327691,0.749704,0.725602,0.505707,0.385163,0.280301,0.292412,0.126952,0.5457
410,0.421126,0.672661,0.388207,0.675316,0.512526,0.448938,0.87358,0.144854,0.329589,0.850848,0.720491,0.0729493,0.724149,0.718411,0.645177,0.169024,0.456911,0.640705,0.69292,0.342666,0.176628,0.542423,0.687616,0.233811,0.50141,0.783607,0.872931,0.842548,0.790739,0.699807,0.670305,0.397904,0.103668,0.262325,0.494875,0.840385,0.223996,0.537435,0.530346,0.327445,0.630823,0.327691,0.749704,0.725602,0.51013,0.375998,0.270273,0.296721,0.126952,0.5457
420,0.422537,0.671632,0.388207,0.675316,0.512526,0.448938,0.86915,0.157131,0.320532,0.844776,0.73058,0.0683226,0.724149,0.718411,0.636529,0.169341,0.461123,0.633128,0.69315,0.333076,0.176628,0.542423,0.687616,0.233811,0.511327,0.785315,0.867019,0.834553,0.790739,0.699807,0.670305,0.397904,0.0943364,0.261765,0.494875,0.840385,0.214027,0.536343,0.530346,0.327445,0.630823,0.327691,0.749704,0.725602,0.519259,0.371503,0.258959,0.297479,0.126952,0.5457
430,0.431006,0.661139,0.388207,0.675316,0.512526,0.448938,0.866351,0.16988,0.311133,0.839247,0.739625,0.0618908,0.724149,0.718411,0.629463,0.174775,0.466619,0.626135,0.69995,0.326311,0.176628,0.542423,0.687616,0.233811,0.520249,0.780179,0.861518,0.82627,0.790739,0.699807,0.675979,0.394619,0.0873855,0.25579,0.502664,0.833969,0.212522,0.53697,0.530346,0.327445,0.630823,0.327691,0.749704,0.725602,0.52922,0.373584,0.247671,0.298553,0.126952,0.5457
440,0.429904,0.64775,0.385933,0.674891,0.512526,0.448938,0.865231,0.182883,0.301513,0.834154,0.747308,0.0538807,0.724149,0.718411,0.620965,0.177605,0.473913,0.621551,0.70954,0.32613,0.176628,0.542423,0.687616,0.233811,0.526609,0.772049,0.856407,0.817782,0.790739,0.699807,0.679012,0.385296,0.0861575,0.246707,0.503368,0.823274,0.212522,0.53697,0.530346,0.327445,0.630823,0.327691,0.749704,0.725602,0.53288,0.376566,0.236464,0.30001,0.126952,0.5457
450,0.426823,0.634568,0.376801,0.674938,0.516078,0.441107,0.86581,0.195923,0.291903,0.829,0.753357,0.0445751,0.724149,0.718411,0.613501,0.182461,0.48261,0.623121,0.717893,0.33146,0.170769,0.547385,0.687616,0.233811,0.527653,0.76204,0.850465,0.809811,0.790739,0.699807,0.67731,0.381005,0.0912722,0.2391,0.502401,0.820512,0.212522,0.53697,0.536412,0.334333,0.636907,0.332019,0.749704,0.725602,0.53288,0.376566,0.227799,0.306543,0.126952,0.5457
460,0.433735,0.623095,0.368514,0.678776,0.512989,0.43017,0.868077,0.208776,0.281935,0.824652,0.757559,0.0343024,0.724149,0.718411,0.610855,0.190701,0.48757,0.630166,0.7242,0.338837,0.167405,0.556876,0.687616,0.233811,0.521332,0.754192,0.844561,0.801836,0.790739,0.699807,0.67731,0.381005,0.1002,0.236615,0.502401,0.820512,0.212522,0.53697,0.546429,0.338319,0.638172,0.340476,0.749704,0.725602,0.53288,0.376566,0.226594,0.317327,0.126952,0.5457
470,0.446779,0.620053,0.362923,0.685891,0.502702,0.424913,0.871994,0.221227,0.271504,0.821473,0.760387,0.030608,0.724149,0.718411,0.615046,0.198271,0.485325,0.638483,0.72573,0.348314,0.170949,0.566302,0.687616,0.233811,0.518993,0.75283,0.838988,0.793683,0.790739,0.699807,0.67731,0.381005,0.109704,0.235667,0.502401,0.820512,0.212522,0.53697,0.557035,0.336383,0.632219,0.346614,0.749704,0.725602,0.53288,0.376566,0.23244,0.326919,0.126952,0.5457
480,0.457107,0.615689,0.362392,0.695095,0.491793,0.420342,0.877494,0.233063,0.261205,0.818545,0.761352,0.0305722,0.724149,0.718411,0.623493,0.200586,0.479318,0.652433,0.720295,0.356218,0.179733,0.571226,0.687616,0.233811,0.518993,0.75283,0.836984,0.784005,0.790739,0.699807,0.67731,0.381005,0.119137,0.234159,0.502401,0.820512,0.212522,0.53697,0.564998,0.329115,0.623533,0.345943,0.749704,0.725602,0.537772,0.381093,0.238659,0.336284,0.129758,0.54333
490,0.458598,0.615849,0.362605,0.704409,0.480507,0.421686,0.884484,0.244085,0.25202,0.812671,0.764496,0.0283151,0.724149,0.718411,0.631677,0.197751,0.470465,0.655733,0.713308,0.358394,0.187176,0.574138,0.687616,0.233811,0.51474,0.751205,0.835735,0.77414,0.790739,0.699807,0.67731,0.381005,0.128464,0.232098,0.49947,0.814091,0.212292,0.534521,0.567365,0.323502,0.620496,0.345372,0.749704,0.725602,0.542237,0.382862,0.238707,0.347176,0.131603,0.535881
500,0.458598,0.615849,0.363078,0.713712,0.474201,0.431142,0.892608,0.254235,0.242511,0.807332,0.773331,0.0240609,0.724149,0.718411,0.635225,0.189859,0.461554,0.657463,0.713308,0.358394,0.197455,0.57675,0.685464,0.230127,0.504877,0.753198,0.834987,0.764225,0.790739,0.699807,0.67731,0.381005,0.137653,0.22949,0.493598,0.804839,0.211669,0.532004,0.567365,0.323502,0.620496,0.345372,0.749704,0.725602,0.542237,0.382862,0.231337,0.355349,0.130503,0.533364
510,0.460611,0.619894,0.363811,0.722999,0.477297,0.442077,0.895766,0.266484,0.232705,0.802563,0.784099,0.0242866,0.724149,0.718411,0.631904,0.181868,0.452522,0.658371,0.713308,0.358394,0.200701,0.576515,0.683703,0.226155,0.501501,0.752694,0.83474,0.754284,0.790739,0.699807,0.67731,0.381005,0.146672,0.226344,0.491438,0.802336,0.211247,0.530814,0.567365,0.323502,0.620496,0.345372,0.749704,0.725602,0.542237,0.382862,0.222202,0.362065,0.127881,0.530887
520,0.470853,0.628565,0.364804,0.732262,0.487451,0.447735,0.890806,0.27812,0.222634,0.79838,0.792887,0.030542,0.724149,0.718411,0.628598,0.179649,0.443445,0.658448,0.713308,0.358394,0.200701,0.576515,0.683703,0.226155,0.499537,0.752986,0.834793,0.749763,0.790739,0.699807,0.67731,0.381005,0.15549,0.222672,0.499122,0.802722,0.211247,0.530814,0.567365,0.323502,0.620496,0.345372,0.749704,0.725602,0.542237,0.382862,0.21323,0.368967,0.12005,0.529874
