cluster_number,cluster_metric
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
7,0.28
8,0.28
8,0.28
8,0.28
8,0.28
8,0.28
8,0.28
8,0.28
8,0.28
9,0.28
9,0.28
9,0.28
10,0.28
9,0.28
9,0.28
9,0.28
9,0.28
9,0.28
8,0.36
8,0.36
8,0.36
8,0.36
8,0.36
8,0.34
9,0.28
9,0.28
9,0.28
9,0.28
9,0.28
9,0.28
9,0.28
8,0.28
8,0.34
8,0.34
8,0.34
8,0.36
8,0.36
8,0.36
8,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
7,0.36
6,0.36
6,0.36
6,0.36
6,0.36
6,0.36
7,0.26
7,0.26
7,0.26
6,0.26
6,0.26
6,0.26
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
5,0.38
6,0.28
6,0.28
6,0.28
5,0.46
5,0.46
4,0.46
4,0.46
4,0.46
5,0.28
5,0.28
5,0.3
5,0.3
5,0.3
5,0.3
5,0.3
5,0.3
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
5,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
7,0.26
6,0.26
6,0.28
6,0.28
6,0.28
6,0.28
5,0.38
5,0.38
6,0.3
6,0.3
6,0.3
6,0.3
6,0.3
6,0.28
6,0.28
6,0.28
7,0.28
7,0.26
7,0.26
7,0.26
7,0.26
7,0.26
7,0.26
7,0.26
7,0.26
7,0.26
6,0.32
7,0.32
7,0.32
7,0.32
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.32
7,0.3
7,0.3
8,0.3
7,0.3
7,0.3
7,0.3
6,0.44
6,0.44
6,0.46
6,0.46
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
5,0.46
6,0.46
5,0.46
5,0.5
6,0.38
4,0.5
4,0.5
6,0.32
6,0.32
6,0.32
4,0.5
4,0.5
6,0.38
6,0.38
6,0.38
5,0.38
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.44
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
4,0.46
5,0.46
5,0.46
5,0.46
5,0.46
5,0.46
5,0.44
5,0.44
5,0.44
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
5,0.42
6,0.42
6,0.42
6,0.42
6,0.42
6,0.42
6,0.42
5,0.42
5,0.42
4,0.42
4,0.42
4,0.38
4,0.4
4,0.4
4,0.4
4,0.4
4,0.4
4,0.4
6,0.26
6,0.26
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
8,0.22
8,0.22
8,0.22
8,0.22
8,0.22
8,0.22
8,0.22
8,0.22
8,0.22
9,0.22
8,0.28
8,0.28
6,0.36
6,0.34
5,0.32
4,0.36
5,0.36
5,0.36
5,0.38
5,0.38
5,0.38
5,0.38
4,0.38
5,0.38
4,0.38
3,0.42
5,0.44
6,0.32
7,0.32
7,0.32
7,0.32
8,0.32
8,0.32
8,0.32
8,0.32
7,0.32
7,0.32
7,0.34
7,0.34
6,0.34
6,0.34
6,0.34
6,0.34
6,0.34
6,0.34
5,0.36
5,0.36
5,0.36
5,0.36
7,0.34
7,0.34
6,0.46
7,0.34
7,0.34
6,0.34
6,0.36
6,0.36
6,0.36
6,0.36
7,0.28
7,0.28
8,0.28
8,0.28
8,0.28
7,0.28
7,0.28
7,0.28
7,0.28
6,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
7,0.28
8,0.3
8,0.3
9,0.32
8,0.46
8,0.36
9,0.34
9,0.34
9,0.34
9,0.34
8,0.34
8,0.32
8,0.34
8,0.32
8,0.32
9,0.3
9,0.3
9,0.3
9,0.3
8,0.3
9,0.26
9,0.26
9,0.26
9,0.26
9,0.26
9,0.24
9,0.24
8,0.24
7,0.24
7,0.24
6,0.42
6,0.42
5,0.42
5,0.42
5,0.42
5,0.42
6,0.26
7,0.26
7,0.26
8,0.26
8,0.26
8,0.26
8,0.26
8,0.26
8,0.26
8,0.42
8,0.42
8,0.42
8,0.42
8,0.42
8,0.42
8,0.42
8,0.42
8,0.42
9,0.24
9,0.24
8,0.24
9,0.24
9,0.24
9,0.24
9,0.24
9,0.24
8,0.24
8,0.24
8,0.24
8,0.24
8,0.24
8,0.24
8,0.24
9,0.24
8,0.24
7,0.24
7,0.24
7,0.24
7,0.24
7,0.24
7,0.24
7,0.24
7,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.24
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.26
6,0.24
6,0.24
6,0.24
7,0.26
7,0.26
6,0.3
6,0.3
6,0.3
6,0.3
6,0.3
6,0.3
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
6,0.28
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
6,0.48
6,0.48
6,0.48
6,0.48
5,0.52
5,0.52
5,0.52
5,0.52
5,0.54
6,0.46
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
6,0.46
5,0.54
5,0.54
4,0.54
4,0.54
4,0.54
5,0.5
5,0.5
5,0.5
5,0.5
5,0.54
6,0.52
6,0.52
7,0.52
6,0.52
6,0.52
7,0.52
7,0.54
7,0.52
7,0.54
7,0.54
7,0.54
7,0.54
6,0.66
6,0.68
6,0.68
6,0.68
7,0.58
7,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
7,0.58
7,0.58
7,0.58
7,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
7,0.58
7,0.58
7,0.58
7,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
8,0.58
7,0.58
8,0.52
8,0.52
8,0.52
7,0.52
6,0.6
6,0.6
6,0.6
8,0.3
7,0.34
7,0.36
6,0.42
6,0.42
6,0.38
5,0.42
6,0.38
7,0.34
8,0.34
8,0.34
6,0.38
6,0.38
6,0.38
7,0.38
6,0.38
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
7,0.32
8,0.32
8,0.32
8,0.32
7,0.34
5,0.34
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
6,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.32
5,0.34
5,0.34
5,0.34
4,0.34
4,0.34
4,0.34
4,0.34
5,0.34
5,0.34
5,0.34
5,0.34
5,0.34
6,0.34
6,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
6,0.34
6,0.34
6,0.34
7,0.34
7,0.34
6,0.38
6,0.38
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
7,0.34
6,0.38
6,0.38
6,0.36
6,0.36
5,0.4
5,0.4
4,0.48
4,0.48
4,0.48
4,0.48
4,0.48
4,0.48
4,0.48
4,0.48
4,0.5
3,0.52
3,0.52
4,0.48
4,0.48
4,0.48
4,0.48
4,0.48
5,0.48
5,0.48
5,0.46
5,0.46
5,0.46
5,0.46
5,0.46
5,0.46
6,0.46
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
6,0.48
6,0.48
5,0.66
4,0.84
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
6,0.58
6,0.58
6,0.58
6,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.58
4,0.58
3,0.58
3,0.58
3,0.58
3,0.58
3,0.58
4,0.42
4,0.42
4,0.42
3,0.56
3,0.56
3,0.56
3,0.56
4,0.56
5,0.42
4,0.56
4,0.58
5,0.44
5,0.44
5,0.44
5,0.44
5,0.44
4,0.52
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
3,0.54
3,0.54
3,0.54
3,0.54
3,0.54
3,0.54
3,0.54
3,0.54
3,0.54
2,0.68
2,0.68
2,0.7
2,0.7
2,0.72
2,0.72
2,0.74
2,0.74
2,0.74
2,0.74
3,0.66
3,0.66
4,0.56
4,0.56
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.64
4,0.64
5,0.6
5,0.6
5,0.58
5,0.58
4,0.56
4,0.56
4,0.58
5,0.52
5,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
7,0.52
6,0.52
6,0.52
6,0.52
6,0.52
7,0.52
6,0.54
6,0.54
5,0.6
5,0.6
5,0.6
5,0.54
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
6,0.48
6,0.48
6,0.48
6,0.48
5,0.54
5,0.54
5,0.54
5,0.54
6,0.48
6,0.48
6,0.46
6,0.52
6,0.52
6,0.54
4,0.6
4,0.6
4,0.6
4,0.6
3,0.7
3,0.72
3,0.72
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
5,0.52
4,0.6
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
6,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
6,0.5
6,0.5
6,0.5
4,0.56
4,0.58
4,0.6
4,0.6
5,0.6
5,0.6
5,0.6
5,0.6
4,0.6
4,0.6
4,0.6
3,0.74
4,0.6
4,0.62
4,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
4,0.66
4,0.66
4,0.66
4,0.66
3,0.66
3,0.66
3,0.66
2,0.78
3,0.64
3,0.64
3,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.6
6,0.62
6,0.62
6,0.62
5,0.62
5,0.6
5,0.6
5,0.6
6,0.6
5,0.66
5,0.66
5,0.66
5,0.66
5,0.66
5,0.66
5,0.66
5,0.66
5,0.66
4,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
4,0.74
4,0.74
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.78
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
5,0.48
6,0.48
6,0.46
6,0.46
6,0.46
6,0.46
6,0.46
6,0.46
6,0.46
6,0.46
6,0.46
5,0.46
5,0.46
5,0.46
5,0.46
4,0.66
4,0.66
4,0.68
5,0.68
5,0.68
5,0.68
5,0.66
5,0.66
5,0.66
5,0.66
5,0.64
4,0.64
4,0.66
4,0.66
5,0.66
5,0.68
6,0.68
5,0.72
5,0.72
5,0.72
6,0.6
4,0.72
4,0.72
3,0.72
2,0.72
2,0.72
2,0.72
3,0.74
3,0.74
3,0.74
3,0.74
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.74
3,0.74
3,0.74
4,0.74
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.7
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
5,0.74
5,0.74
3,0.78
3,0.78
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.78
3,0.78
4,0.7
4,0.7
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.74
4,0.74
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
3,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.76
2,0.76
2,0.76
2,0.76
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
3,0.72
3,0.72
4,0.7
4,0.7
4,0.72
4,0.7
4,0.7
4,0.72
4,0.72
5,0.72
5,0.72
5,0.72
5,0.72
5,0.72
5,0.72
5,0.72
6,0.72
6,0.72
6,0.72
6,0.72
6,0.72
6,0.72
6,0.72
6,0.72
6,0.72
6,0.72
5,0.72
5,0.72
5,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.74
4,0.74
4,0.74
3,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.72
4,0.72
4,0.7
3,0.7
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
3,0.72
4,0.72
4,0.72
4,0.72
4,0.72
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
3,0.74
3,0.74
3,0.74
3,0.74
3,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.74
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.74
3,0.74
3,0.74
3,0.74
3,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.72
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
6,0.7
6,0.7
5,0.76
5,0.78
5,0.78
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.74
3,0.74
3,0.74
3,0.74
3,0.74
3,0.74
3,0.74
3,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
3,0.74
3,0.74
3,0.74
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.84
2,0.86
2,0.86
2,0.86
2,0.88
2,0.88
2,0.88
2,0.88
3,0.82
3,0.82
3,0.82
4,0.78
3,0.76
3,0.76
3,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.74
4,0.72
4,0.72
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
3,0.7
3,0.7
5,0.7
5,0.72
5,0.72
5,0.72
5,0.72
5,0.72
5,0.72
5,0.72
5,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.7
3,0.68
3,0.68
3,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
4,0.7
5,0.7
5,0.72
5,0.72
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
3,0.76
3,0.76
3,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.76
2,0.78
2,0.78
2,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.78
2,0.8
2,0.8
2,0.8
2,0.8
2,0.8
2,0.8
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.78
3,0.8
3,0.8
4,0.74
3,0.8
3,0.8
3,0.8
3,0.8
3,0.8
3,0.8
3,0.8
3,0.8
3,0.8
2,0.84
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.86
2,0.84
3,0.8
3,0.8
3,0.8
3,0.78
3,0.78
3,0.78
3,0.78
3,0.8
3,0.8
3,0.8
3,0.8
3,0.8
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
5,0.76
5,0.76
4,0.8
4,0.8
4,0.8
4,0.8
4,0.8
4,0.8
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.84
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.84
3,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.82
2,0.84
2,0.86
2,0.86
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
4,0.78
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
3,0.82
4,0.78
4,0.78
4,0.76
4,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
4,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
5,0.76
4,0.76
4,0.76
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.8
4,0.8
3,0.84
3,0.84
3,0.84
3,0.84
3,0.86
4,0.8
4,0.8
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.78
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
4,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
3,0.76
