cluster_number,cluster_metric
7,0.44
8,0.44
8,0.44
8,0.44
8,0.44
7,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
7,0.44
7,0.44
7,0.44
7,0.44
7,0.44
7,0.44
7,0.44
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.54
7,0.4
7,0.4
7,0.4
7,0.4
7,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
8,0.4
7,0.52
8,0.52
7,0.52
6,0.56
6,0.56
6,0.56
6,0.54
6,0.54
6,0.54
5,0.54
4,0.58
4,0.58
6,0.58
6,0.58
7,0.44
7,0.44
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
6,0.58
6,0.58
6,0.58
5,0.68
6,0.58
6,0.58
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
5,0.68
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
5,0.66
5,0.66
5,0.66
5,0.66
5,0.66
6,0.6
5,0.64
5,0.64
5,0.64
5,0.64
5,0.64
5,0.66
5,0.62
5,0.62
5,0.62
5,0.62
6,0.6
6,0.6
5,0.74
6,0.7
6,0.7
6,0.7
8,0.48
8,0.48
8,0.48
8,0.48
8,0.48
8,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
7,0.48
6,0.48
6,0.48
5,0.48
5,0.48
5,0.48
5,0.48
6,0.48
6,0.48
6,0.48
6,0.48
7,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
5,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
5,0.52
5,0.52
5,0.54
4,0.8
4,0.8
4,0.8
4,0.8
4,0.8
4,0.8
3,0.8
3,0.8
3,0.76
3,0.76
3,0.76
3,0.76
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
4,0.5
5,0.5
4,0.64
4,0.64
4,0.64
4,0.64
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.7
4,0.7
4,0.7
4,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
5,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
4,0.7
5,0.52
5,0.52
5,0.52
5,0.52
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
4,0.68
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
6,0.5
6,0.5
6,0.5
5,0.5
5,0.5
5,0.5
5,0.48
5,0.48
5,0.48
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
6,0.5
7,0.5
7,0.5
6,0.5
7,0.5
7,0.5
7,0.5
7,0.5
6,0.5
6,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
4,0.48
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.5
5,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
6,0.48
7,0.5
7,0.5
7,0.5
7,0.5
7,0.5
6,0.5
6,0.52
6,0.52
6,0.52
6,0.52
8,0.52
8,0.52
8,0.52
8,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
6,0.52
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
5,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
3,0.58
3,0.58
3,0.58
3,0.58
3,0.58
3,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.6
4,0.6
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.58
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
5,0.6
5,0.6
5,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
4,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
4,0.56
4,0.56
4,0.56
4,0.56
3,0.66
3,0.66
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
4,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
5,0.54
4,0.64
4,0.64
4,0.64
4,0.64
3,0.82
3,0.82
4,0.82
4,0.82
4,0.82
5,0.56
4,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
5,0.56
4,0.56
5,0.56
5,0.56
5,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
6,0.56
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.58
4,0.58
3,0.58
3,0.58
3,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.58
4,0.6
4,0.6
4,0.6
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.6
4,0.6
4,0.6
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
5,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
4,0.6
3,0.6
3,0.6
3,0.6
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
3,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
5,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.62
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
4,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
4,0.66
4,0.66
4,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
4,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
2,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
3,0.66
2,0.66
2,0.66
2,0.64
2,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
4,0.64
4,0.64
3,0.64
3,0.64
3,0.64
3,0.64
3,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
2,0.64
